"Row.names";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"Length";"Description"
"NRRL3_06609";42298.6198304441;-0.450609261414596;0.160606310374067;-2.80567594364808;0.00502111607495016;0.0217794767061381;1845;"DnaK-type molecular chaperone"
"NRRL3_08149";24132.9563423768;-0.278287835861796;0.0992319779585784;-2.80441689853203;0.00504076799914641;0.0218551244403535;855;"mitochondrial outer membrane protein porin"
"NRRL3_04092";255.96748813906;0.641914491475562;0.228990054188341;2.80324179908529;0.00505917235912749;0.021925299158131;1371;"hypothetical protein"
"NRRL3_03238";1451.59310378987;-0.43983572038069;0.156914696592854;-2.80302438159715;0.00506258419495899;0.0219304666507627;1722;"tetratricopeptide-like helical domain-containing protein"
"NRRL3_04294";108.45091700716;0.964778466519752;0.344246816958853;2.80257774071175;0.00506959965782364;0.0219512332247833;1518;"fungal-specific transcription factor"
"NRRL3_08004";15.3282595088939;2.47936675588374;0.88473830636219;2.80237301590144;0.00507281824090185;0.0219555484180251;996;"hypothetical protein"
"NRRL3_10666";51987.0714154753;-0.282805452052352;0.100964031386155;-2.80105150487417;0.00509363887313372;0.0220360095032549;1317;"phosphopyruvate hydratase"
"NRRL3_05201";208.643188122279;0.695497276931112;0.248448392246821;2.79936316206937;0.00512035137372086;0.0221418783036043;1764;"alpha-glucosidase"
"NRRL3_07690";6493.42968348426;0.277929223055727;0.0993273754012207;2.79811302707905;0.00514021218381474;0.0222180387525256;450;"calmodulin"
"NRRL3_02747";46.3740792041708;1.41741575819014;0.506597189837835;2.79791476664894;0.00514336832218331;0.0222219599438099;1617;"glutathione synthase-like protein"
"NRRL3_02630";172.477634195885;0.718330127899295;0.256854742228306;2.79663953901542;0.0051637107623577;0.0223000987949548;3024;"beta-galactosidase Lac35B"
"NRRL3_10879";3462.21920050172;0.384687688328737;0.137577692528169;2.79614871611524;0.00517155973012151;0.0223242383981348;1698;"zinc finger domain-containing protein, C2H2-type"
"NRRL3_02088";560.039912838718;-0.420202514091397;0.150568515746785;-2.79077277216482;0.00525823727321771;0.0226785868601764;1632;"origin recognition complex subunit 5-like protein"
"NRRL3_02799";1096.91745350972;-0.372813904559945;0.133583495098704;-2.79086802066733;0.00525669020959142;0.0226785868601764;1332;"orotidine 5'-phosphate decarboxylase domain-containing protein"
"NRRL3_06824";228.420304561275;-0.680069624087156;0.243883494551275;-2.78850204823589;0.00529524125917023;0.0228282194074438;237;"hypothetical protein"
"NRRL3_06876";1999.0228326486;0.355746705107195;0.127600820557407;2.78796565377215;0.00530401667849776;0.022856078848773;1665;"zinc finger domain-containing protein, RING-type"
"NRRL3_06707";8792.65095219636;-0.289169453160484;0.103734527455169;-2.78759117387847;0.00531015095755212;0.0228725377556986;3168;"valine-tRNA ligase, cytosolic"
"NRRL3_04596";249.253432150071;-0.63546820228989;0.228073479237451;-2.78624329498781;0.0053322833612986;0.0229578613912817;1011;"GTPase Mtg1-like protein"
"NRRL3_05469";2329.35128127876;0.307772585221814;0.110468301739638;2.78607148272452;0.00533511052659084;0.022960029230507;1716;"fungal-specific transcription factor"
"NRRL3_00501";808.842282846784;-0.477861651787216;0.171639757990335;-2.78409651343208;0.00536770593513885;0.023090249170704;1302;"ribonuclease Nob1-like protein"
"NRRL3_08273";1676.29119310668;0.483744253713263;0.173861095320858;2.7823605552497;0.00539650502439846;0.0232040322654835;594;"translation machinery-associated protein 22"
"NRRL3_05934";382.692522156581;-0.543184142125563;0.195253612692399;-2.781941571454;0.00540347672143518;0.0232239032120491;1245;"hypothetical protein"
"NRRL3_06573";188.141562703855;-0.686988004549461;0.246959952832735;-2.78177897537402;0.00540618443466729;0.023225438434325;1347;"uncharacterized protein"
"NRRL3_04030";1153.12800725519;-0.349563426760943;0.125684392657209;-2.78127951586114;0.00541450959907857;0.0232510948928707;1011;"inositolphosphorylceramide synthase subunit Kei1-like protein"
"NRRL3_06610";1075.50332284964;-0.340092958693313;0.122324332195399;-2.78025600131668;0.00543160606709003;0.0233143786050898;822;"ribosome-recycling factor-like protein"
"NRRL3_08540";1353.63198581918;-0.332258019401284;0.11952453481509;-2.77983110258745;0.00543871774692037;0.0233347677192011;1458;"tetratricopeptide-like helical domain-containing protein"
"NRRL3_00846";21.8779602783295;-1.94703865394233;0.700467255221884;-2.77962836867452;0.00544211393721828;0.0233392047802317;1212;"hypothetical protein"
"NRRL3_04708";5123.11294574449;3.45801403450067;1.24500855409512;2.77750222930313;0.00547784643101619;0.023482256219033;1722;"siderophore iron transporter 1-like protein"
"NRRL3_02669";395.526671923531;-0.51317124781286;0.184852340162712;-2.77611442387558;0.00550128436672836;0.0235725025271652;417;"cytochrome c oxidase biogenesis Cmc1-like protein"
"NRRL3_06711";846.194044178826;0.3644713956236;0.13146588340606;2.77236486136751;0.00556506210633014;0.0238354480592319;1245;"uncharacterized protein"
"NRRL3_04885";1466.09479731715;0.337581095630653;0.121828814436493;2.77094624282524;0.00558936537312827;0.0239291677867766;1542;"protein phosphatase Z, involved in fungal resistance to oxidative stress"
"NRRL3_01690";5.214144511039;-5.76013528696857;2.08072539341572;-2.76833036459114;0.00563443089838848;0.0241116551351133;1299;"WD repeat-containing protein"
"NRRL3_05716";632.54691487893;-0.399122915529989;0.144187899520037;-2.76807496924889;0.00563884828549645;0.0241201125147145;2292;"CP2 transcription factor domain-containing protein"
"NRRL3_01462";259.405154813324;0.635797663408448;0.229750551565527;2.76733900778955;0.00565159515309458;0.0241537247870794;2382;"glycoside hydrolase family 92 protein"
"NRRL3_05277";101.402550311704;-0.881748638953626;0.318620424687206;-2.76739521585677;0.00565062071221194;0.0241537247870794;1005;"short-chain dehydrogenase/reductase family protein"
"NRRL3_06345";45.1719256593619;1.27681316815448;0.461770205768564;2.76504016977312;0.00569157864855638;0.0243140893326354;1527;"major facilitator superfamily protein"
"NRRL3_08682";3411.4806945777;-0.35232605601552;0.127475371280692;-2.76387550376081;0.00571193280415403;0.0243904961269861;1740;"CTP synthase"
"NRRL3_01807";12.8813423979983;2.54676580922996;0.922001986523152;2.76221293061824;0.00574110232931698;0.0244998256240644;1473;"chloramphenicol acetyltransferase-like domain-containing protein"
"NRRL3_11638";4053.70654137716;-0.352262929801599;0.127532902013353;-2.76213372581074;0.00574249530870694;0.0244998256240644;588;"mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24 family protein"
"NRRL3_09575";224.379950125066;-0.773098934436073;0.280021062313934;-2.76085994406144;0.00576493928408152;0.0245849655010831;945;"NAD-dependent protein deacylase"
"NRRL3_04365";67.3732679047628;1.04215023640269;0.377642734294698;2.75961945448006;0.00578687264653644;0.0246572180338191;720;"hypothetical protein"
"NRRL3_06089";3727.50919704201;-0.27097897991319;0.0981893977087306;-2.75975804146414;0.00578441853245749;0.0246572180338191;4575;"GYF domain-containing protein"
"NRRL3_08380";225.78247260213;0.845600599237493;0.306513841737436;2.75876806882296;0.00580196969029272;0.0247108890128372;747;"xyloglucanase"
"NRRL3_07677";443.066466892231;0.474474311964825;0.172003372537888;2.75851749279107;0.00580641974354795;0.0247191871977584;342;"MTH1187/thiamin-binding YkoF domain-containing protein"
"NRRL3_02090";54.2612542824827;1.1463407644038;0.415687429277971;2.75769889504463;0.00582097891649801;0.0247704964142622;1284;"major facilitator superfamily, sugar/inositol transporter-like protein"
"NRRL3_00397";811.913541117976;-0.386115915324915;0.140066212387004;-2.75666707012876;0.00583937732593027;0.024838091845681;1692;"asparaginase/glutaminase family protein"
"NRRL3_03450";3930.23623468144;0.339667279256787;0.12324290557699;2.75607977324583;0.00584987277747747;0.0248720279321235;3993;"cell polarity protein"
"NRRL3_01665";333.575459913326;0.790293729465323;0.286873631858182;2.75484966794024;0.00587191084299057;0.0249549896944472;1170;"glycosyltransferase family 25 protein"
"NRRL3_04750";377.953996794368;-0.50537680656252;0.183465612306966;-2.754613249904;0.00587615497589178;0.0249622903339582;1662;"nucleoporin homology domain-containing protein"
"NRRL3_00746";5296.36877789915;0.396878906903085;0.144153045439134;2.75317740040852;0.00590199052505132;0.0250612670296657;597;"hypothetical protein"
"NRRL3_06555";852.312024805041;-0.461859330204822;0.167780450203761;-2.75276010789051;0.00590951813563845;0.0250824521899672;1332;"anticodon-binding domain-containing protein"
"NRRL3_07708";93.8991976636421;1.08309639551719;0.39371156065378;2.75098956636845;0.00594155357178568;0.0252075958964424;1719;"hypothetical protein"
"NRRL3_09096";2652.31587523532;-0.329922542590705;0.119938617507672;-2.75076159327584;0.00594568977405612;0.0252143178787333;744;"eukaryotic translation initiation factor eIF4E"
"NRRL3_01555";566.251847573871;-0.576827478483597;0.209926111298531;-2.74776432010072;0.00600031227551456;0.0254350431550233;1884;"YTH domain-containing protein"
"NRRL3_08140";1359.44579723979;-0.380598108438783;0.13857994246808;-2.74641554658207;0.00602503959158724;0.0255289091785907;1263;"deoxyribonuclease TatD"
"NRRL3_08833";18.2931581202568;2.65653550475483;0.967430790023042;2.74596956407761;0.00603323604581636;0.02554844094297;1071;"hypothetical protein"
"NRRL3_08837";9.53236136677897;3.20673894102649;1.16788229741638;2.74577236774675;0.0060368634047357;0.02554844094297;810;"L-rhamnose-1-dehydrogenase"
"NRRL3_09495";43.0589023724231;1.31173193778989;0.477732984394121;2.74574287445;0.00603740609268647;0.02554844094297;1752;"carboxylesterase family protein"
"NRRL3_02032";1118.02207987509;0.332046014709826;0.120994329060945;2.74431055808057;0.00606381421486114;0.0256492073018163;1524;"zinc finger C2H2-type/integrase DNA-binding domain-containing protein"
"NRRL3_08222";2122.56546471542;0.384166784404079;0.139996731676773;2.74411252179122;0.00606747365608074;0.0256537044055344;870;"bZIP transcription factor"
"NRRL3_02940";16477.140612258;0.52897518613487;0.192985962049031;2.74100344148594;0.00612518659380554;0.0258866418876786;1071;"zinc-regulated transporter"
"NRRL3_07101";69.7189091242014;1.08461263447073;0.395866144696193;2.7398469129082;0.00614678073692756;0.025966797974169;1698;"caffeine resistance protein"
"NRRL3_05772";120.623523486289;0.90551506669786;0.330520100121935;2.73966716808993;0.00615014299402762;0.0259698986854645;1845;"fungal-specific transcription factor"
"NRRL3_07110";234.408219824482;-0.65222981834307;0.238088713707293;-2.73944030436035;0.0061543890088385;0.0259767269527267;1080;"alcohol dehydrogenase domain-containing protein"
"NRRL3_09909";673.504600083153;0.397435690826606;0.145175309054104;2.73762593250957;0.00618844215128632;0.0261093069585227;2739;"fungal-specific transcription factor"
"NRRL3_08027";1352.80508058591;-0.331045485226316;0.120934887048844;-2.73738615303465;0.00619295513558735;0.0261171957724023;345;"54S ribosomal protein bL36m"
"NRRL3_07755";708.743509635227;0.408376529867464;0.149282470829799;2.7355959986291;0.00622674209679154;0.0262484806563128;1083;"geranylgeranyl transferase type-2 subunit alpha-like protein"
"NRRL3_08723";644.651431041632;0.399283661506753;0.145978964678219;2.73521368223766;0.00623397931843579;0.0262677823648034;2007;"copper amine oxidase"
"NRRL3_10358";2428.92738231408;0.377882835098141;0.138218219496931;2.73395820372677;0.00625779873322304;0.0263569093277821;4650;"Rho guanine-nucleotide exchange factor domain-containing protein"
"NRRL3_03921";4358.05122536759;0.261931515060256;0.0958427151359887;2.73293087209193;0.00627735057489066;0.0264264297531199;3801;"myosin-1"
"NRRL3_10557";1787.03393212314;-0.377186323546719;0.138021419819682;-2.73281005252296;0.00627965358367832;0.0264264297531199;1332;"chalcone isomerase domain-containing protein"
"NRRL3_01269";110.406137276473;0.875450275015225;0.320445432788553;2.73197925586567;0.00629551046610668;0.0264730480153318;1302;"major facilitator superfamily protein"
"NRRL3_02374";2520.74947677141;0.472685441721069;0.173021330913432;2.73194894077869;0.00629608975164757;0.0264730480153318;4872;"hypothetical protein"
"NRRL3_06911";1742.10506425042;-0.295141764525271;0.108055995785564;-2.73137795251064;0.00630700962972734;0.0265076827525886;3879;"antiviral helicase Ski2"
"NRRL3_00377";440.250164969856;0.45193496986354;0.16556141120668;2.72971199369255;0.00633896779052541;0.0266306720825602;1641;"zinc finger domain-containing protein, UBR-type and RING/FYVE/PHD-type"
"NRRL3_03076";1278.9383685587;0.347098354199157;0.127170639124741;2.72939065642888;0.00634514875729383;0.026645310187344;1176;"fungal-specific transcription factor"
"NRRL3_06026";3193.29907555119;-0.31355722979602;0.114904124506236;-2.72885965707004;0.00635537449121307;0.0266769139115023;1581;"dihydroorotate dehydrogenase"
"NRRL3_10785";600.145180417686;-0.496184549128927;0.181914615020861;-2.72756836536761;0.0063803034857576;0.0267701820563783;2166;"U3 small nucleolar RNA-associated protein 25"
"NRRL3_09115";1591.00710355655;0.302484506668575;0.110984468722654;2.72546699686847;0.00642105954721828;0.0269297493149677;3447;"transient receptor potential channel-like protein"
"NRRL3_06585";1670.95728061512;0.353045681847308;0.129544426410768;2.72528654168299;0.00642457037503853;0.0269330419498327;2151;"transcription factor, fork head "
"NRRL3_10043";36.0021656374628;1.51251959467973;0.555144735948437;2.72455000783835;0.00643891785305407;0.0269817418600625;1605;"tannase/feruloyl esterase family protein"
"NRRL3_02509";935.589840494173;-0.394079425920234;0.14480577280155;-2.72143450013075;0.00649992647758714;0.0272258471916229;3201;"tRNase Z endonuclease domain-containing protein"
"NRRL3_02926";160.331770562718;-0.834018759120493;0.306750311003383;-2.71888480371025;0.00655024160094303;0.0274249734147958;8424;"glycosyltransferase family 4 protein"
"NRRL3_00375";2500.37128447501;0.281681687614773;0.103646144626557;2.71772470292735;0.00657325049413746;0.0275096518985905;1551;"cell morphology Pal1-like protein"
"NRRL3_08746";38.2554151359647;1.42898772035882;0.525879166732419;2.71733092078531;0.00658107709111253;0.0275307462901282;1497;"amidase signature domain-containing protein"
"NRRL3_03928";519.27283183977;0.936967864764393;0.344929526183614;2.71640376841971;0.00659953776452736;0.0275962897381696;771;"xylanase"
"NRRL3_08045";32.4495005730195;-1.58403229629387;0.583201729056767;-2.71609670783347;0.0066056619518877;0.027610213936803;402;"hypothetical protein"
"NRRL3_02215";363.939816738034;-0.489076636852261;0.180346020891842;-2.71187927758923;0.00669029537217546;0.0279521389312751;609;"uncharacterized protein"
"NRRL3_04785";682.487709097428;-0.387044617116916;0.142771578524573;-2.71093603584624;0.00670935677979233;0.0280080922438226;2898;"WD repeat-containing protein "
"NRRL3_07901";1642.77808445229;-0.637811996770635;0.235262713622672;-2.71106282397811;0.00670679175758232;0.0280080922438226;1380;"ornithine aminotransferase"
"NRRL3_09574";2352.25780905571;0.296700452775507;0.109472327730731;2.71027810338793;0.00672268142972215;0.0280518645300188;3414;"helicase, C-terminal domain-containing protein"
"NRRL3_10493";1989.47604029446;-0.355753721480866;0.131288767945597;-2.70970416622603;0.006734324401014;0.0280885856506624;2460;"fungal-specific transcription factor"
"NRRL3_06796";85.673177442809;1.00840516005721;0.372342517208429;2.70827293003643;0.00676343765487064;0.028198112855602;1098;"aminoglycoside phosphotransferase domain-containing protein"
"NRRL3_11575";521.858364044447;-0.422966323584145;0.156258620240585;-2.70683513608991;0.00679279814824755;0.0283085780273446;888;"mitochondrial carrier protein-like protein"
"NRRL3_07253";13541.8250581737;0.242732664636849;0.0897056358934828;2.70587976127912;0.00681237068315642;0.0283781765262515;2247;"zinc finger domain-containing protein, C2H2-type"
"NRRL3_04877";1609.12180706243;-0.3398539952204;0.125609216982029;-2.70564536095328;0.00681718052205751;0.0283862455703541;1335;"metaxin, glutathione S-transferase domain-containing protein"
"NRRL3_07466";11.8774285215252;-4.39046685295503;1.62311498804983;-2.70496353325537;0.00683118881738512;0.0284325933886194;1767;"AMP-dependent synthetase/ligase domain-containing protein"
"NRRL3_01055";226.559815363008;0.580893298989703;0.214806027520727;2.70426908264319;0.00684548303559521;0.0284800917367227;333;"DASH complex subunit Dad1"
"NRRL3_00845";172.582264251582;0.713830786459917;0.264000008926123;2.70390440274445;0.00685300017829318;0.0284993664822033;3948;"phytochrome photoreceptor"
"NRRL3_05851";604.142110015413;-0.514529730305776;0.190332211014046;-2.70332450594926;0.00686496885934002;0.0285371297009418;327;"54S ribosomal protein mL60"
"NRRL3_03320";62.6607617060928;1.08129021223123;0.400061912533678;2.70280718647569;0.00687566183295366;0.0285695603748592;2145;"fungal-specific transcription factor"
"NRRL3_01132";605.435918195237;-0.395158297761304;0.146460674452143;-2.69805051246316;0.00697468566610027;0.0289688394563837;3417;"DNA polymerase gamma, mitochondrial"
"NRRL3_09016";103.250761475532;0.895339102568188;0.332132842214115;2.69572589268662;0.00702354370065281;0.0291595106328363;759;"protein kinase-like domain-containing protein"
"NRRL3_02206";18.8333614488679;1.97383686406731;0.732263707666201;2.69552736726245;0.00702773044893745;0.0291646386249269;3954;"hydantoinase B/oxoprolinase family protein"
"NRRL3_04389";1303.09329220568;-0.482700037967224;0.179469540826422;-2.68959309610135;0.00715391897322564;0.0296758494435107;1023;"RNA recognition motif domain-containing protein"
"NRRL3_04855";249.573191745825;0.6439216307835;0.239555778840961;2.68798203866747;0.00718852632240073;0.029806894079581;1188;"NUDIX hydrolase domain-containing protein"
"NRRL3_11355";1072.63759457642;-0.341807354271637;0.127201155509318;-2.68714032433925;0.00720666700290357;0.0298695791340982;558;"protein trafficking Pga2-like protein"
"NRRL3_03418";600.516066820598;0.406714627948267;0.15139995748774;2.68635893098717;0.00722354440713466;0.0299144351579621;1866;"peptidase M14, carboxypeptidase A domain-containing protein"
"NRRL3_04105";6856.52228871001;-0.32017823063036;0.119183440175555;-2.68643219358951;0.00722196049413279;0.0299144351579621;2430;"fungal-specific transcription factor"
"NRRL3_00567";1641.58154075601;0.325206415575638;0.121071251913132;2.68607460843777;0.00722969431888617;0.0299273605215393;642;"ER lumen protein retaining receptor"
"NRRL3_00914";2177.58356083978;0.287441666162188;0.107024121230261;2.6857652542062;0.00723639100459852;0.0299425374859455;2886;"DNA replication licensing factor Mcm6"
"NRRL3_04791";717.273791964884;0.385892835972363;0.143706510866896;2.68528428979662;0.00724681364426877;0.0299731124399413;1221;"translation release factor Pelota-like protein"
"NRRL3_07086";619.982807634651;-0.501502794318074;0.186852287121447;-2.68395320198632;0.00727572897673497;0.0300801163259909;3315;"bifunctional cytochrome P450/NADPH--P450 reductase"
"NRRL3_02524";12164.3131445356;0.363731980657244;0.135715766840494;2.68010113434157;0.00735999198387793;0.0304157594281463;2652;"alpha-glucosidase"
"NRRL3_05341";4744.52999040481;-0.365943814945709;0.136588261292626;-2.67917470712737;0.00738038749141726;0.0304872946499557;972;"glycoside hydrolase family 114 protein"
"NRRL3_02019";1915.3573878528;0.340184803036786;0.127127336569571;2.67593746723875;0.00745205477880916;0.0307704777557097;5013;"glycosyltransferase family 41 protein"
"NRRL3_03100";232.33223673941;-0.593028101475793;0.221873293192977;-2.67282327197442;0.00752158642630101;0.0310446096400502;723;"histidine phosphatase superfamily protein, clade 1 "
"NRRL3_08816";4800.16861790205;0.300029765557643;0.112277919876376;2.67220630635116;0.00753543046058219;0.0310887634158717;1239;"glycosyltransferase family 32 protein"
"NRRL3_05015";64286.4271930358;0.272008935364697;0.101843156665377;2.67086119746296;0.00756569246853294;0.0312005873462329;1914;"heat shock protein 70"
"NRRL3_06132";2298.11692332151;0.353410022833175;0.132331613869544;2.67063940731181;0.00757069271268093;0.0312081830179392;2124;"hypothetical protein"
"NRRL3_07491";25.8444683252074;1.68516669762261;0.631721974784946;2.66757650499063;0.00764004926448962;0.0314809536206931;459;"hypothetical protein"
"NRRL3_05601";2201.97416167841;-0.356833499440469;0.133789879794079;-2.66711876854726;0.00765046305106355;0.0315107233878945;822;"glutathione peroxidase-like enzyme"
"NRRL3_03567";1099.31446250454;-0.329308923188056;0.123479470885242;-2.66691232823718;0.00765516385716911;0.0315169475302867;378;"uncharacterized protein"
"NRRL3_03557";2353.74145849436;0.401122823776199;0.150431256424457;2.6664858973483;0.0076648822176156;0.0315307568966496;1461;"aspartic peptidase-like protein"
"NRRL3_06565";4974.23595889457;0.283418792229163;0.106289283565382;2.66648511234741;0.00766490011797919;0.0315307568966496;1992;"magnesium transporter CorA/zinc transporter ZntB family protein"
"NRRL3_05845";561.230573684347;0.421982143717752;0.158417061126214;2.66374177577724;0.00772768572823125;0.03177580635899;516;"hypothetical protein"
"NRRL3_01331";50.280806333757;-1.16452416876253;0.437373328765794;-2.66254042524415;0.00775532535236799;0.0318761937632064;324;"hypothetical protein"
"NRRL3_09327";814.615367214652;-0.362865900829045;0.136314498468531;-2.66197583460144;0.00776834553280865;0.0319164333512192;1230;"ketopantoate reductase ApbA/PANE-like protein"
"NRRL3_10543";3115.8547809582;0.272090224780343;0.102220847115849;2.66178800564994;0.00777268144795417;0.0319209748076622;594;"Rho GDP-dissociation inhibitor"
"NRRL3_08348";168.232320679307;-0.758329203639435;0.284920090058602;-2.66155048414965;0.00777816758966728;0.031930234297259;1323;"histidine acid phosphatase-like protein"
"NRRL3_06927";538.203287320614;0.449795929810875;0.169120754489074;2.65961402058394;0.0078230245747954;0.0321010406243992;825;"NAD(P)-binding domain-containing protein"
"NRRL3_05672";17548.4945384961;-0.268027632649106;0.100834825049562;-2.65808595906588;0.00785858462537746;0.0322335718901431;1083;"fructose-bisphosphate aldolase"
"NRRL3_03126";1163.26370454118;-0.390714185301461;0.147075669962114;-2.65655213674775;0.00789442428627264;0.0323671395737178;426;"uncharacterized protein"
"NRRL3_08095";1077.6991951374;-0.479923048368805;0.180668216333888;-2.65637785166303;0.00789850592231459;0.0323704425625842;1869;"WD repeat-containing protein"
"NRRL3_02192";3488.48964974167;-0.27748867014398;0.104477598711759;-2.65596332195131;0.00790822151657648;0.0323968228877663;1431;"HAD hydrolase subfamily IA protein"
"NRRL3_09341";1806.44828070183;-0.295287484788656;0.111216130262468;-2.65507785688804;0.00792901057990355;0.0324685261251666;1764;"hypothetical protein"
"NRRL3_09900";668.770989477558;0.427817226970478;0.161166386010588;2.65450654792478;0.00794244981022195;0.032510085573655;1620;"cytochrome P450"
"NRRL3_00721";38.518541992547;1.54673268261027;0.58312292512362;2.65249849726346;0.00798984835625631;0.0326905555313328;2610;"peptidase S8, subtilisin-related protein"
"NRRL3_10143";244.855853301919;-0.591591155962786;0.223091082312643;-2.65179203861552;0.00800658392268839;0.0327454700910944;1605;"carboxylesterase family protein"
"NRRL3_07719";40.1472311354153;-1.34882558978726;0.508792678894196;-2.65103183622607;0.00802462769969838;0.032805687339975;1449;"mitochondrial calcium uniporter-like protein"
"NRRL3_00824";3936.8125142502;-0.260054060134382;0.0981085113966676;-2.6506778711884;0.00803304165014462;0.0328265031203801;1134;"sialidase-like protein"
"NRRL3_05339";3469.81084239397;-0.517699273528257;0.195347166933652;-2.65014989290369;0.00804560667312205;0.0328642577664816;8640;"glycosyltransferase family 4 protein"
"NRRL3_05896";104.571421007898;1.13009171987361;0.426572805044667;2.64923526888986;0.00806741488384546;0.0329125212499079;1758;"tetratricopeptide repeat-containing protein"
"NRRL3_06890";1416.44102763464;0.309297456903731;0.116746983854821;2.6492971954492;0.00806593664409815;0.0329125212499079;1359;"L-galactonic acid dehydratase GaaB"
"NRRL3_11221";1254.9841277643;-0.358920710061002;0.135480044900245;-2.64925148441808;0.00806702778192936;0.0329125212499079;4455;"nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal domain-containing protein"
"NRRL3_08945";29.8427540700425;1.49034162464582;0.56261056433457;2.64897554209371;0.00807361742600712;0.0329242318557063;960;"alkaline lipase"
"NRRL3_01623";15.650914608078;-2.46755661029923;0.931701062937621;-2.64844241190314;0.00808636249881536;0.0329626022486776;201;"hypothetical protein"
"NRRL3_01288";1027.90303560656;-0.334765775108779;0.126441208496039;-2.64760024908546;0.00810653204207876;0.0330311930341362;1698;"lysine-specific permease"
"NRRL3_04519";1613.11214158735;0.312766993056187;0.118206772675403;2.64593124384716;0.00814663732014621;0.0331809247157315;819;"Bax inhibitor 1-related protein"
"NRRL3_04671";646.063772315371;-0.455402094212243;0.172156334895399;-2.64528223424913;0.00816228055818383;0.0332309411600389;2622;"initiation factor eIF-4 gamma, MA3 domain-containing protein"
"NRRL3_07702";596.521300921638;0.407532673535882;0.154154833455874;2.64365809621231;0.00820154544262686;0.0333770471658138;1440;"glycosyltransferase family 31 protein"
"NRRL3_04577";1218.74429207151;-0.39830890903788;0.15068556234774;-2.64331169378188;0.00820994184793851;0.0333974620829479;1809;"zinc finger domain-containing protein, PHD-type"
"NRRL3_00495";630.710191226998;-0.389831688278664;0.147499787117042;-2.64293051466799;0.0082191900899222;0.0334213239829306;1617;"scramblase family protein"
"NRRL3_06235";7.35233335311931;-4.74049663883279;1.79801572413021;-2.63651567403617;0.00837623303547376;0.034045890013787;933;"phytanoyl-CoA dioxygenase-like protein"
"NRRL3_01553";529.369075904568;-0.412897918543749;0.156657641148225;-2.63567046916708;0.00839712353588696;0.0341167671291526;1818;"Rab effector Noc2-like protein"
"NRRL3_11106";224.762616461387;0.662865079496236;0.251550405006114;2.63511831547289;0.00841079599273816;0.0341582717650003;1743;"tripeptidyl peptidase"
"NRRL3_00004";85.3247758790863;1.02001498816071;0.387204126552182;2.63430815483123;0.00843089327198716;0.034225824330528;3444;"alpha-factor-transporting ATPase-like protein"
"NRRL3_05459";3801.70816044166;-0.382132243012281;0.145088554533198;-2.63378627102418;0.00844386213492714;0.0342643949713409;4086;"phosphoribosylformylglycinamidine synthase"
"NRRL3_11351";184.848944714898;-0.970650375180559;0.368718391144777;-2.63249785877763;0.00847595572787031;0.0343805084347646;861;"alpha/beta hydrolase fold domain-containing protein"
"NRRL3_08245";2609.88787784338;0.308117026611276;0.117155463508438;2.62998427375164;0.00853888181028983;0.0346215392562469;1335;"ethanolamine-phosphate cytidylyltransferase "
"NRRL3_05572";3717.59520018443;0.264130294090637;0.100439129272808;2.62975491726157;0.00854464435480877;0.034630693547935;2454;"vesicular-fusion protein"
"NRRL3_09565";14.0856874663501;2.74662821216678;1.04472560324107;2.62904269182823;0.00856256107233202;0.0346827242042281;429;"hypothetical protein"
"NRRL3_11235";853.887544609268;0.357459508397058;0.135969640584077;2.6289656048331;0.00856450228299936;0.0346827242042281;1335;"mannosyl phosphorylinositol ceramide synthase regulator Csg2-like protein"
"NRRL3_07686";2008.54441003934;0.342110108287662;0.130139333172766;2.62879868789166;0.00856870694671004;0.034685535985433;1470;"Hsp90 co-chaperone Cdc37"
"NRRL3_02452";849.842254133154;2.2474936365139;0.855120939644782;2.62827575880379;0.00858189156165089;0.0347246808028962;1422;"hypothetical protein"
"NRRL3_09007";115.342746681485;0.795380752391322;0.302711342025875;2.62752213732162;0.0086009245285472;0.0347874479191874;1560;"fungal-specific transcription factor"
"NRRL3_09997";437.25668784859;-0.481786177085587;0.183541016535902;-2.62495101192461;0.00866614347251934;0.0350368918379556;576;"mitochondrial import Tim15-like protein"
"NRRL3_07072";12065.3339700672;-0.282652613327171;0.107704761820081;-2.62432791782539;0.00868201521192331;0.0350867044208647;1563;"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
"NRRL3_07679";374.754068674135;-0.461980480654617;0.176056253437254;-2.6240503909125;0.00868909286395768;0.0351009511810163;900;"nitroreductase domain-containing protein"
"NRRL3_09882";3611.17255230551;0.253599369989178;0.0966827339420248;2.62300578034179;0.00871577938324069;0.0351943670150393;1605;"cytochrome P450"
"NRRL3_07375";43.2303777777161;-2.30878482635262;0.880306223755851;-2.62270646741781;0.00872343937678239;0.0352109086936221;675;"hypothetical protein"
"NRRL3_01120";1782.50739300265;0.286719375249598;0.109348183844565;2.62207715911552;0.00873956421156405;0.0352615900263227;1215;"hypothetical protein"
"NRRL3_03759";974.945734322118;1.52223882831294;0.580646322116559;2.62162829648883;0.00875108173578198;0.0352936484209231;582;"carboxymuconolactone decarboxylase-like protein"
