TXNAME	GENEID
jgi|Aspni_NRRL3_1|9795|NRRL3_09795	NRRL3_09795
jgi|Aspni_NRRL3_1|9796|NRRL3_09796	NRRL3_09796
jgi|Aspni_NRRL3_1|9797|NRRL3_09797	NRRL3_09797
jgi|Aspni_NRRL3_1|9798|NRRL3_09798	NRRL3_09798
jgi|Aspni_NRRL3_1|9799|NRRL3_09799	NRRL3_09799
jgi|Aspni_NRRL3_1|9800|NRRL3_09800	NRRL3_09800
jgi|Aspni_NRRL3_1|9801|NRRL3_09801	NRRL3_09801
jgi|Aspni_NRRL3_1|9802|NRRL3_09802	NRRL3_09802
jgi|Aspni_NRRL3_1|9803|NRRL3_09803	NRRL3_09803
jgi|Aspni_NRRL3_1|9804|NRRL3_09804	NRRL3_09804
jgi|Aspni_NRRL3_1|9805|NRRL3_09805	NRRL3_09805
jgi|Aspni_NRRL3_1|9806|NRRL3_09806	NRRL3_09806
jgi|Aspni_NRRL3_1|9807|NRRL3_09807	NRRL3_09807
jgi|Aspni_NRRL3_1|9808|NRRL3_09808	NRRL3_09808
jgi|Aspni_NRRL3_1|9809|NRRL3_09809	NRRL3_09809
jgi|Aspni_NRRL3_1|9810|NRRL3_09810	NRRL3_09810
jgi|Aspni_NRRL3_1|9811|NRRL3_09811	NRRL3_09811
jgi|Aspni_NRRL3_1|9812|NRRL3_09812	NRRL3_09812
jgi|Aspni_NRRL3_1|9813|NRRL3_09813	NRRL3_09813
jgi|Aspni_NRRL3_1|9814|NRRL3_09814	NRRL3_09814
jgi|Aspni_NRRL3_1|9815|NRRL3_09815	NRRL3_09815
jgi|Aspni_NRRL3_1|9816|NRRL3_09816	NRRL3_09816
jgi|Aspni_NRRL3_1|9817|NRRL3_09817	NRRL3_09817
jgi|Aspni_NRRL3_1|9818|NRRL3_09818	NRRL3_09818
jgi|Aspni_NRRL3_1|9819|NRRL3_09819	NRRL3_09819
jgi|Aspni_NRRL3_1|9820|NRRL3_09820	NRRL3_09820
jgi|Aspni_NRRL3_1|9821|NRRL3_09821	NRRL3_09821
jgi|Aspni_NRRL3_1|9822|NRRL3_09822	NRRL3_09822
jgi|Aspni_NRRL3_1|9823|NRRL3_09823	NRRL3_09823
jgi|Aspni_NRRL3_1|9824|NRRL3_09824	NRRL3_09824
jgi|Aspni_NRRL3_1|9825|NRRL3_09825	NRRL3_09825
jgi|Aspni_NRRL3_1|9826|NRRL3_09826	NRRL3_09826
jgi|Aspni_NRRL3_1|9827|NRRL3_09827	NRRL3_09827
jgi|Aspni_NRRL3_1|9828|NRRL3_09828	NRRL3_09828
jgi|Aspni_NRRL3_1|9829|NRRL3_09829	NRRL3_09829
jgi|Aspni_NRRL3_1|9830|NRRL3_09830	NRRL3_09830
jgi|Aspni_NRRL3_1|9831|NRRL3_09831	NRRL3_09831
jgi|Aspni_NRRL3_1|9832|NRRL3_09832	NRRL3_09832
jgi|Aspni_NRRL3_1|9833|NRRL3_09833	NRRL3_09833
jgi|Aspni_NRRL3_1|9834|NRRL3_09834	NRRL3_09834
jgi|Aspni_NRRL3_1|9835|NRRL3_09835	NRRL3_09835
jgi|Aspni_NRRL3_1|9836|NRRL3_09836	NRRL3_09836
jgi|Aspni_NRRL3_1|9837|NRRL3_09837	NRRL3_09837
jgi|Aspni_NRRL3_1|9838|NRRL3_09838	NRRL3_09838
jgi|Aspni_NRRL3_1|9839|NRRL3_09839	NRRL3_09839
jgi|Aspni_NRRL3_1|9840|NRRL3_09840	NRRL3_09840
jgi|Aspni_NRRL3_1|9841|NRRL3_09841	NRRL3_09841
jgi|Aspni_NRRL3_1|9842|NRRL3_09842	NRRL3_09842
jgi|Aspni_NRRL3_1|9843|NRRL3_09843	NRRL3_09843
jgi|Aspni_NRRL3_1|9844|NRRL3_09844	NRRL3_09844
jgi|Aspni_NRRL3_1|9845|NRRL3_09845	NRRL3_09845
jgi|Aspni_NRRL3_1|9846|NRRL3_09846	NRRL3_09846
jgi|Aspni_NRRL3_1|9847|NRRL3_09847	NRRL3_09847
jgi|Aspni_NRRL3_1|9848|NRRL3_09848	NRRL3_09848
jgi|Aspni_NRRL3_1|9849|NRRL3_09849	NRRL3_09849
jgi|Aspni_NRRL3_1|9850|NRRL3_09850	NRRL3_09850
jgi|Aspni_NRRL3_1|9851|NRRL3_09851	NRRL3_09851
jgi|Aspni_NRRL3_1|9852|NRRL3_09852	NRRL3_09852
jgi|Aspni_NRRL3_1|9853|NRRL3_09853	NRRL3_09853
jgi|Aspni_NRRL3_1|9854|NRRL3_09854	NRRL3_09854
jgi|Aspni_NRRL3_1|9855|NRRL3_09855	NRRL3_09855
jgi|Aspni_NRRL3_1|9856|NRRL3_09856	NRRL3_09856
jgi|Aspni_NRRL3_1|9857|NRRL3_09857	NRRL3_09857
jgi|Aspni_NRRL3_1|9858|NRRL3_09858	NRRL3_09858
jgi|Aspni_NRRL3_1|9859|NRRL3_09859	NRRL3_09859
jgi|Aspni_NRRL3_1|9860|NRRL3_09860	NRRL3_09860
jgi|Aspni_NRRL3_1|9861|NRRL3_09861	NRRL3_09861
jgi|Aspni_NRRL3_1|9862|NRRL3_09862	NRRL3_09862
jgi|Aspni_NRRL3_1|9863|NRRL3_09863	NRRL3_09863
jgi|Aspni_NRRL3_1|9864|NRRL3_09864	NRRL3_09864
jgi|Aspni_NRRL3_1|9865|NRRL3_09865	NRRL3_09865
jgi|Aspni_NRRL3_1|9866|NRRL3_09866	NRRL3_09866
jgi|Aspni_NRRL3_1|9867|NRRL3_09867	NRRL3_09867
jgi|Aspni_NRRL3_1|9868|NRRL3_09868	NRRL3_09868
jgi|Aspni_NRRL3_1|9869|NRRL3_09869	NRRL3_09869
jgi|Aspni_NRRL3_1|9870|NRRL3_09870	NRRL3_09870
jgi|Aspni_NRRL3_1|9871|NRRL3_09871	NRRL3_09871
jgi|Aspni_NRRL3_1|9872|NRRL3_09872	NRRL3_09872
jgi|Aspni_NRRL3_1|9873|NRRL3_09873	NRRL3_09873
jgi|Aspni_NRRL3_1|9874|NRRL3_09874	NRRL3_09874
jgi|Aspni_NRRL3_1|9875|NRRL3_09875	NRRL3_09875
jgi|Aspni_NRRL3_1|9876|NRRL3_09876	NRRL3_09876
jgi|Aspni_NRRL3_1|9877|NRRL3_09877	NRRL3_09877
jgi|Aspni_NRRL3_1|9878|NRRL3_09878	NRRL3_09878
jgi|Aspni_NRRL3_1|9879|NRRL3_09879	NRRL3_09879
jgi|Aspni_NRRL3_1|9880|NRRL3_09880	NRRL3_09880
jgi|Aspni_NRRL3_1|9881|NRRL3_09881	NRRL3_09881
jgi|Aspni_NRRL3_1|9882|NRRL3_09882	NRRL3_09882
jgi|Aspni_NRRL3_1|9883|NRRL3_09883	NRRL3_09883
jgi|Aspni_NRRL3_1|9884|NRRL3_09884	NRRL3_09884
jgi|Aspni_NRRL3_1|9885|NRRL3_09885	NRRL3_09885
jgi|Aspni_NRRL3_1|9886|NRRL3_09886	NRRL3_09886
jgi|Aspni_NRRL3_1|9887|NRRL3_09887	NRRL3_09887
jgi|Aspni_NRRL3_1|9888|NRRL3_09888	NRRL3_09888
jgi|Aspni_NRRL3_1|9889|NRRL3_09889	NRRL3_09889
jgi|Aspni_NRRL3_1|9890|NRRL3_09890	NRRL3_09890
jgi|Aspni_NRRL3_1|9891|NRRL3_09891	NRRL3_09891
jgi|Aspni_NRRL3_1|9892|NRRL3_09892	NRRL3_09892
jgi|Aspni_NRRL3_1|9893|NRRL3_09893	NRRL3_09893
jgi|Aspni_NRRL3_1|9894|NRRL3_09894	NRRL3_09894
jgi|Aspni_NRRL3_1|9895|NRRL3_09895	NRRL3_09895
jgi|Aspni_NRRL3_1|9896|NRRL3_09896	NRRL3_09896
jgi|Aspni_NRRL3_1|9897|NRRL3_09897	NRRL3_09897
jgi|Aspni_NRRL3_1|9898|NRRL3_09898	NRRL3_09898
jgi|Aspni_NRRL3_1|9899|NRRL3_09899	NRRL3_09899
jgi|Aspni_NRRL3_1|9900|NRRL3_09900	NRRL3_09900
jgi|Aspni_NRRL3_1|9901|NRRL3_09901	NRRL3_09901
jgi|Aspni_NRRL3_1|9902|NRRL3_09902	NRRL3_09902
jgi|Aspni_NRRL3_1|9903|NRRL3_09903	NRRL3_09903
jgi|Aspni_NRRL3_1|9904|NRRL3_09904	NRRL3_09904
jgi|Aspni_NRRL3_1|9905|NRRL3_09905	NRRL3_09905
jgi|Aspni_NRRL3_1|9906|NRRL3_09906	NRRL3_09906
jgi|Aspni_NRRL3_1|9907|NRRL3_09907	NRRL3_09907
jgi|Aspni_NRRL3_1|9908|NRRL3_09908	NRRL3_09908
jgi|Aspni_NRRL3_1|9909|NRRL3_09909	NRRL3_09909
jgi|Aspni_NRRL3_1|9910|NRRL3_09910	NRRL3_09910
jgi|Aspni_NRRL3_1|9911|NRRL3_09911	NRRL3_09911
jgi|Aspni_NRRL3_1|9912|NRRL3_09912	NRRL3_09912
jgi|Aspni_NRRL3_1|9913|NRRL3_09913	NRRL3_09913
jgi|Aspni_NRRL3_1|9914|NRRL3_09914	NRRL3_09914
jgi|Aspni_NRRL3_1|9915|NRRL3_09915	NRRL3_09915
jgi|Aspni_NRRL3_1|9916|NRRL3_09916	NRRL3_09916
jgi|Aspni_NRRL3_1|9917|NRRL3_09917	NRRL3_09917
jgi|Aspni_NRRL3_1|9918|NRRL3_09918	NRRL3_09918
jgi|Aspni_NRRL3_1|9919|NRRL3_09919	NRRL3_09919
jgi|Aspni_NRRL3_1|9920|NRRL3_09920	NRRL3_09920
jgi|Aspni_NRRL3_1|9921|NRRL3_09921	NRRL3_09921
jgi|Aspni_NRRL3_1|9922|NRRL3_09922	NRRL3_09922
jgi|Aspni_NRRL3_1|9923|NRRL3_09923	NRRL3_09923
jgi|Aspni_NRRL3_1|9924|NRRL3_09924	NRRL3_09924
jgi|Aspni_NRRL3_1|9925|NRRL3_09925	NRRL3_09925
jgi|Aspni_NRRL3_1|9926|NRRL3_09926	NRRL3_09926
jgi|Aspni_NRRL3_1|9927|NRRL3_09927	NRRL3_09927
jgi|Aspni_NRRL3_1|9928|NRRL3_09928	NRRL3_09928
jgi|Aspni_NRRL3_1|9929|NRRL3_09929	NRRL3_09929
jgi|Aspni_NRRL3_1|9930|NRRL3_09930	NRRL3_09930
jgi|Aspni_NRRL3_1|9931|NRRL3_09931	NRRL3_09931
jgi|Aspni_NRRL3_1|9932|NRRL3_09932	NRRL3_09932
jgi|Aspni_NRRL3_1|9933|NRRL3_09933	NRRL3_09933
jgi|Aspni_NRRL3_1|9934|NRRL3_09934	NRRL3_09934
jgi|Aspni_NRRL3_1|9935|NRRL3_09935	NRRL3_09935
jgi|Aspni_NRRL3_1|9936|NRRL3_09936	NRRL3_09936
jgi|Aspni_NRRL3_1|9937|NRRL3_09937	NRRL3_09937
jgi|Aspni_NRRL3_1|9938|NRRL3_09938	NRRL3_09938
jgi|Aspni_NRRL3_1|9939|NRRL3_09939	NRRL3_09939
jgi|Aspni_NRRL3_1|9940|NRRL3_09940	NRRL3_09940
jgi|Aspni_NRRL3_1|9941|NRRL3_09941	NRRL3_09941
jgi|Aspni_NRRL3_1|9942|NRRL3_09942	NRRL3_09942
jgi|Aspni_NRRL3_1|9943|NRRL3_09943	NRRL3_09943
jgi|Aspni_NRRL3_1|9944|NRRL3_09944	NRRL3_09944
jgi|Aspni_NRRL3_1|9945|NRRL3_09945	NRRL3_09945
jgi|Aspni_NRRL3_1|9946|NRRL3_09946	NRRL3_09946
jgi|Aspni_NRRL3_1|9947|NRRL3_09947	NRRL3_09947
jgi|Aspni_NRRL3_1|9948|NRRL3_09948	NRRL3_09948
jgi|Aspni_NRRL3_1|9949|NRRL3_09949	NRRL3_09949
jgi|Aspni_NRRL3_1|9950|NRRL3_09950	NRRL3_09950
jgi|Aspni_NRRL3_1|9951|NRRL3_09951	NRRL3_09951
jgi|Aspni_NRRL3_1|9952|NRRL3_09952	NRRL3_09952
jgi|Aspni_NRRL3_1|9953|NRRL3_09953	NRRL3_09953
jgi|Aspni_NRRL3_1|9954|NRRL3_09954	NRRL3_09954
jgi|Aspni_NRRL3_1|9955|NRRL3_09955	NRRL3_09955
jgi|Aspni_NRRL3_1|9956|NRRL3_09956	NRRL3_09956
jgi|Aspni_NRRL3_1|9957|NRRL3_09957	NRRL3_09957
jgi|Aspni_NRRL3_1|9958|NRRL3_09958	NRRL3_09958
jgi|Aspni_NRRL3_1|9959|NRRL3_09959	NRRL3_09959
jgi|Aspni_NRRL3_1|9960|NRRL3_09960	NRRL3_09960
jgi|Aspni_NRRL3_1|9961|NRRL3_09961	NRRL3_09961
jgi|Aspni_NRRL3_1|9962|NRRL3_09962	NRRL3_09962
jgi|Aspni_NRRL3_1|9963|NRRL3_09963	NRRL3_09963
jgi|Aspni_NRRL3_1|9964|NRRL3_09964	NRRL3_09964
jgi|Aspni_NRRL3_1|9965|NRRL3_09965	NRRL3_09965
jgi|Aspni_NRRL3_1|9966|NRRL3_09966	NRRL3_09966
jgi|Aspni_NRRL3_1|9967|NRRL3_09967	NRRL3_09967
jgi|Aspni_NRRL3_1|9968|NRRL3_09968	NRRL3_09968
jgi|Aspni_NRRL3_1|9969|NRRL3_09969	NRRL3_09969
jgi|Aspni_NRRL3_1|9970|NRRL3_09970	NRRL3_09970
jgi|Aspni_NRRL3_1|9971|NRRL3_09971	NRRL3_09971
jgi|Aspni_NRRL3_1|9972|NRRL3_09972	NRRL3_09972
jgi|Aspni_NRRL3_1|9973|NRRL3_09973	NRRL3_09973
jgi|Aspni_NRRL3_1|9974|NRRL3_09974	NRRL3_09974
jgi|Aspni_NRRL3_1|9975|NRRL3_09975	NRRL3_09975
jgi|Aspni_NRRL3_1|9976|NRRL3_09976	NRRL3_09976
jgi|Aspni_NRRL3_1|9977|NRRL3_09977	NRRL3_09977
jgi|Aspni_NRRL3_1|9978|NRRL3_09978	NRRL3_09978
jgi|Aspni_NRRL3_1|9979|NRRL3_09979	NRRL3_09979
jgi|Aspni_NRRL3_1|9980|NRRL3_09980	NRRL3_09980
jgi|Aspni_NRRL3_1|9981|NRRL3_09981	NRRL3_09981
jgi|Aspni_NRRL3_1|9982|NRRL3_09982	NRRL3_09982
jgi|Aspni_NRRL3_1|9983|NRRL3_09983	NRRL3_09983
jgi|Aspni_NRRL3_1|9984|NRRL3_09984	NRRL3_09984
jgi|Aspni_NRRL3_1|9985|NRRL3_09985	NRRL3_09985
jgi|Aspni_NRRL3_1|9986|NRRL3_09986	NRRL3_09986
jgi|Aspni_NRRL3_1|9987|NRRL3_09987	NRRL3_09987
jgi|Aspni_NRRL3_1|9988|NRRL3_09988	NRRL3_09988
jgi|Aspni_NRRL3_1|9989|NRRL3_09989	NRRL3_09989
jgi|Aspni_NRRL3_1|9990|NRRL3_09990	NRRL3_09990
jgi|Aspni_NRRL3_1|9991|NRRL3_09991	NRRL3_09991
jgi|Aspni_NRRL3_1|9992|NRRL3_09992	NRRL3_09992
jgi|Aspni_NRRL3_1|9993|NRRL3_09993	NRRL3_09993
jgi|Aspni_NRRL3_1|9994|NRRL3_09994	NRRL3_09994
jgi|Aspni_NRRL3_1|9995|NRRL3_09995	NRRL3_09995
jgi|Aspni_NRRL3_1|9996|NRRL3_09996	NRRL3_09996
jgi|Aspni_NRRL3_1|9997|NRRL3_09997	NRRL3_09997
jgi|Aspni_NRRL3_1|9998|NRRL3_09998	NRRL3_09998
jgi|Aspni_NRRL3_1|9999|NRRL3_09999	NRRL3_09999
jgi|Aspni_NRRL3_1|10000|NRRL3_10000	NRRL3_10000
jgi|Aspni_NRRL3_1|10001|NRRL3_10001	NRRL3_10001
jgi|Aspni_NRRL3_1|10002|NRRL3_10002	NRRL3_10002
jgi|Aspni_NRRL3_1|10003|NRRL3_10003	NRRL3_10003
jgi|Aspni_NRRL3_1|10004|NRRL3_10004	NRRL3_10004
jgi|Aspni_NRRL3_1|10005|NRRL3_10005	NRRL3_10005
jgi|Aspni_NRRL3_1|10006|NRRL3_10006	NRRL3_10006
jgi|Aspni_NRRL3_1|10007|NRRL3_10007	NRRL3_10007
jgi|Aspni_NRRL3_1|10008|NRRL3_10008	NRRL3_10008
jgi|Aspni_NRRL3_1|10009|NRRL3_10009	NRRL3_10009
jgi|Aspni_NRRL3_1|10010|NRRL3_10010	NRRL3_10010
jgi|Aspni_NRRL3_1|10011|NRRL3_10011	NRRL3_10011
jgi|Aspni_NRRL3_1|10012|NRRL3_10012	NRRL3_10012
jgi|Aspni_NRRL3_1|10013|NRRL3_10013	NRRL3_10013
jgi|Aspni_NRRL3_1|10014|NRRL3_10014	NRRL3_10014
jgi|Aspni_NRRL3_1|10015|NRRL3_10015	NRRL3_10015
jgi|Aspni_NRRL3_1|10016|NRRL3_10016	NRRL3_10016
jgi|Aspni_NRRL3_1|10017|NRRL3_10017	NRRL3_10017
jgi|Aspni_NRRL3_1|10018|NRRL3_10018	NRRL3_10018
jgi|Aspni_NRRL3_1|10019|NRRL3_10019	NRRL3_10019
jgi|Aspni_NRRL3_1|10020|NRRL3_10020	NRRL3_10020
jgi|Aspni_NRRL3_1|10021|NRRL3_10021	NRRL3_10021
jgi|Aspni_NRRL3_1|10022|NRRL3_10022	NRRL3_10022
jgi|Aspni_NRRL3_1|10023|NRRL3_10023	NRRL3_10023
jgi|Aspni_NRRL3_1|10024|NRRL3_10024	NRRL3_10024
jgi|Aspni_NRRL3_1|10025|NRRL3_10025	NRRL3_10025
jgi|Aspni_NRRL3_1|10026|NRRL3_10026	NRRL3_10026
jgi|Aspni_NRRL3_1|10027|NRRL3_10027	NRRL3_10027
jgi|Aspni_NRRL3_1|10028|NRRL3_10028	NRRL3_10028
jgi|Aspni_NRRL3_1|10029|NRRL3_10029	NRRL3_10029
jgi|Aspni_NRRL3_1|10030|NRRL3_10030	NRRL3_10030
jgi|Aspni_NRRL3_1|10031|NRRL3_10031	NRRL3_10031
jgi|Aspni_NRRL3_1|10032|NRRL3_10032	NRRL3_10032
jgi|Aspni_NRRL3_1|10033|NRRL3_10033	NRRL3_10033
jgi|Aspni_NRRL3_1|10034|NRRL3_10034	NRRL3_10034
jgi|Aspni_NRRL3_1|10035|NRRL3_10035	NRRL3_10035
jgi|Aspni_NRRL3_1|10036|NRRL3_10036	NRRL3_10036
jgi|Aspni_NRRL3_1|10037|NRRL3_10037	NRRL3_10037
jgi|Aspni_NRRL3_1|10038|NRRL3_10038	NRRL3_10038
jgi|Aspni_NRRL3_1|10039|NRRL3_10039	NRRL3_10039
jgi|Aspni_NRRL3_1|10040|NRRL3_10040	NRRL3_10040
jgi|Aspni_NRRL3_1|10041|NRRL3_10041	NRRL3_10041
jgi|Aspni_NRRL3_1|10042|NRRL3_10042	NRRL3_10042
jgi|Aspni_NRRL3_1|10043|NRRL3_10043	NRRL3_10043
jgi|Aspni_NRRL3_1|10044|NRRL3_10044	NRRL3_10044
jgi|Aspni_NRRL3_1|10045|NRRL3_10045	NRRL3_10045
jgi|Aspni_NRRL3_1|10046|NRRL3_10046	NRRL3_10046
jgi|Aspni_NRRL3_1|10047|NRRL3_10047	NRRL3_10047
jgi|Aspni_NRRL3_1|10048|NRRL3_10048	NRRL3_10048
jgi|Aspni_NRRL3_1|10049|NRRL3_10049	NRRL3_10049
jgi|Aspni_NRRL3_1|10050|NRRL3_10050	NRRL3_10050
jgi|Aspni_NRRL3_1|10051|NRRL3_10051	NRRL3_10051
jgi|Aspni_NRRL3_1|10052|NRRL3_10052	NRRL3_10052
jgi|Aspni_NRRL3_1|10053|NRRL3_10053	NRRL3_10053
jgi|Aspni_NRRL3_1|10054|NRRL3_10054	NRRL3_10054
jgi|Aspni_NRRL3_1|10055|NRRL3_10055	NRRL3_10055
jgi|Aspni_NRRL3_1|10056|NRRL3_10056	NRRL3_10056
jgi|Aspni_NRRL3_1|10057|NRRL3_10057	NRRL3_10057
jgi|Aspni_NRRL3_1|10058|NRRL3_10058	NRRL3_10058
jgi|Aspni_NRRL3_1|10059|NRRL3_10059	NRRL3_10059
jgi|Aspni_NRRL3_1|10060|NRRL3_10060	NRRL3_10060
jgi|Aspni_NRRL3_1|10061|NRRL3_10061	NRRL3_10061
jgi|Aspni_NRRL3_1|10062|NRRL3_10062	NRRL3_10062
jgi|Aspni_NRRL3_1|10063|NRRL3_10063	NRRL3_10063
jgi|Aspni_NRRL3_1|10064|NRRL3_10064	NRRL3_10064
jgi|Aspni_NRRL3_1|10065|NRRL3_10065	NRRL3_10065
jgi|Aspni_NRRL3_1|10066|NRRL3_10066	NRRL3_10066
jgi|Aspni_NRRL3_1|10067|NRRL3_10067	NRRL3_10067
jgi|Aspni_NRRL3_1|10068|NRRL3_10068	NRRL3_10068
jgi|Aspni_NRRL3_1|10069|NRRL3_10069	NRRL3_10069
jgi|Aspni_NRRL3_1|10070|NRRL3_10070	NRRL3_10070
jgi|Aspni_NRRL3_1|10071|NRRL3_10071	NRRL3_10071
jgi|Aspni_NRRL3_1|10072|NRRL3_10072	NRRL3_10072
jgi|Aspni_NRRL3_1|10073|NRRL3_10073	NRRL3_10073
jgi|Aspni_NRRL3_1|10074|NRRL3_10074	NRRL3_10074
jgi|Aspni_NRRL3_1|10075|NRRL3_10075	NRRL3_10075
jgi|Aspni_NRRL3_1|10076|NRRL3_10076	NRRL3_10076
jgi|Aspni_NRRL3_1|10077|NRRL3_10077	NRRL3_10077
jgi|Aspni_NRRL3_1|10078|NRRL3_10078	NRRL3_10078
jgi|Aspni_NRRL3_1|10079|NRRL3_10079	NRRL3_10079
jgi|Aspni_NRRL3_1|10080|NRRL3_10080	NRRL3_10080
jgi|Aspni_NRRL3_1|10081|NRRL3_10081	NRRL3_10081
jgi|Aspni_NRRL3_1|10082|NRRL3_10082	NRRL3_10082
jgi|Aspni_NRRL3_1|10083|NRRL3_10083	NRRL3_10083
jgi|Aspni_NRRL3_1|10084|NRRL3_10084	NRRL3_10084
jgi|Aspni_NRRL3_1|10085|NRRL3_10085	NRRL3_10085
jgi|Aspni_NRRL3_1|10086|NRRL3_10086	NRRL3_10086
jgi|Aspni_NRRL3_1|10087|NRRL3_10087	NRRL3_10087
jgi|Aspni_NRRL3_1|10088|NRRL3_10088	NRRL3_10088
jgi|Aspni_NRRL3_1|10089|NRRL3_10089	NRRL3_10089
jgi|Aspni_NRRL3_1|10090|NRRL3_10090	NRRL3_10090
jgi|Aspni_NRRL3_1|10091|NRRL3_10091	NRRL3_10091
jgi|Aspni_NRRL3_1|10092|NRRL3_10092	NRRL3_10092
jgi|Aspni_NRRL3_1|10093|NRRL3_10093	NRRL3_10093
jgi|Aspni_NRRL3_1|10094|NRRL3_10094	NRRL3_10094
jgi|Aspni_NRRL3_1|10095|NRRL3_10095	NRRL3_10095
jgi|Aspni_NRRL3_1|10096|NRRL3_10096	NRRL3_10096
jgi|Aspni_NRRL3_1|10097|NRRL3_10097	NRRL3_10097
jgi|Aspni_NRRL3_1|10098|NRRL3_10098	NRRL3_10098
jgi|Aspni_NRRL3_1|10099|NRRL3_10099	NRRL3_10099
jgi|Aspni_NRRL3_1|10100|NRRL3_10100	NRRL3_10100
jgi|Aspni_NRRL3_1|10101|NRRL3_10101	NRRL3_10101
jgi|Aspni_NRRL3_1|10102|NRRL3_10102	NRRL3_10102
jgi|Aspni_NRRL3_1|10103|NRRL3_10103	NRRL3_10103
jgi|Aspni_NRRL3_1|10104|NRRL3_10104	NRRL3_10104
jgi|Aspni_NRRL3_1|10105|NRRL3_10105	NRRL3_10105
jgi|Aspni_NRRL3_1|10106|NRRL3_10106	NRRL3_10106
jgi|Aspni_NRRL3_1|10107|NRRL3_10107	NRRL3_10107
jgi|Aspni_NRRL3_1|10108|NRRL3_10108	NRRL3_10108
jgi|Aspni_NRRL3_1|10109|NRRL3_10109	NRRL3_10109
jgi|Aspni_NRRL3_1|10110|NRRL3_10110	NRRL3_10110
jgi|Aspni_NRRL3_1|10111|NRRL3_10111	NRRL3_10111
jgi|Aspni_NRRL3_1|10112|NRRL3_10112	NRRL3_10112
jgi|Aspni_NRRL3_1|10113|NRRL3_10113	NRRL3_10113
jgi|Aspni_NRRL3_1|10114|NRRL3_10114	NRRL3_10114
jgi|Aspni_NRRL3_1|10115|NRRL3_10115	NRRL3_10115
jgi|Aspni_NRRL3_1|10116|NRRL3_10116	NRRL3_10116
jgi|Aspni_NRRL3_1|10117|NRRL3_10117	NRRL3_10117
jgi|Aspni_NRRL3_1|10118|NRRL3_10118	NRRL3_10118
jgi|Aspni_NRRL3_1|10119|NRRL3_10119	NRRL3_10119
jgi|Aspni_NRRL3_1|10120|NRRL3_10120	NRRL3_10120
jgi|Aspni_NRRL3_1|10121|NRRL3_10121	NRRL3_10121
jgi|Aspni_NRRL3_1|10122|NRRL3_10122	NRRL3_10122
jgi|Aspni_NRRL3_1|10123|NRRL3_10123	NRRL3_10123
jgi|Aspni_NRRL3_1|10124|NRRL3_10124	NRRL3_10124
jgi|Aspni_NRRL3_1|10125|NRRL3_10125	NRRL3_10125
jgi|Aspni_NRRL3_1|10126|NRRL3_10126	NRRL3_10126
jgi|Aspni_NRRL3_1|10127|NRRL3_10127	NRRL3_10127
jgi|Aspni_NRRL3_1|10128|NRRL3_10128	NRRL3_10128
jgi|Aspni_NRRL3_1|10129|NRRL3_10129	NRRL3_10129
jgi|Aspni_NRRL3_1|10130|NRRL3_10130	NRRL3_10130
jgi|Aspni_NRRL3_1|10131|NRRL3_10131	NRRL3_10131
jgi|Aspni_NRRL3_1|10132|NRRL3_10132	NRRL3_10132
jgi|Aspni_NRRL3_1|10133|NRRL3_10133	NRRL3_10133
jgi|Aspni_NRRL3_1|10134|NRRL3_10134	NRRL3_10134
jgi|Aspni_NRRL3_1|10135|NRRL3_10135	NRRL3_10135
jgi|Aspni_NRRL3_1|10136|NRRL3_10136	NRRL3_10136
jgi|Aspni_NRRL3_1|10137|NRRL3_10137	NRRL3_10137
jgi|Aspni_NRRL3_1|10138|NRRL3_10138	NRRL3_10138
jgi|Aspni_NRRL3_1|10139|NRRL3_10139	NRRL3_10139
jgi|Aspni_NRRL3_1|10140|NRRL3_10140	NRRL3_10140
jgi|Aspni_NRRL3_1|10141|NRRL3_10141	NRRL3_10141
jgi|Aspni_NRRL3_1|10142|NRRL3_10142	NRRL3_10142
jgi|Aspni_NRRL3_1|10143|NRRL3_10143	NRRL3_10143
jgi|Aspni_NRRL3_1|10144|NRRL3_10144	NRRL3_10144
jgi|Aspni_NRRL3_1|10145|NRRL3_10145	NRRL3_10145
jgi|Aspni_NRRL3_1|10146|NRRL3_10146	NRRL3_10146
jgi|Aspni_NRRL3_1|10147|NRRL3_10147	NRRL3_10147
jgi|Aspni_NRRL3_1|10148|NRRL3_10148	NRRL3_10148
jgi|Aspni_NRRL3_1|10149|NRRL3_10149	NRRL3_10149
jgi|Aspni_NRRL3_1|10150|NRRL3_10150	NRRL3_10150
jgi|Aspni_NRRL3_1|10151|NRRL3_10151	NRRL3_10151
jgi|Aspni_NRRL3_1|10152|NRRL3_10152	NRRL3_10152
jgi|Aspni_NRRL3_1|10153|NRRL3_10153	NRRL3_10153
jgi|Aspni_NRRL3_1|10154|NRRL3_10154	NRRL3_10154
jgi|Aspni_NRRL3_1|10155|NRRL3_10155	NRRL3_10155
jgi|Aspni_NRRL3_1|10156|NRRL3_10156	NRRL3_10156
jgi|Aspni_NRRL3_1|10157|NRRL3_10157	NRRL3_10157
jgi|Aspni_NRRL3_1|10158|NRRL3_10158	NRRL3_10158
jgi|Aspni_NRRL3_1|10159|NRRL3_10159	NRRL3_10159
jgi|Aspni_NRRL3_1|10160|NRRL3_10160	NRRL3_10160
jgi|Aspni_NRRL3_1|10161|NRRL3_10161	NRRL3_10161
jgi|Aspni_NRRL3_1|10162|NRRL3_10162	NRRL3_10162
